player_name_clean,year,team,conf,yr,Unnamed_64,was_drafted,draft_pick,is_diamond,raptor_total_mean,war_total_sum,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,num,porpag,adjoe,pfr,year_1,Rec_Rank,ast_tov,rimmade,rimmade_rimmiss,midmade,midmade_midmiss,rimmade_rimmade_rimmiss,midmade_midmade_midmiss,dunksmade,dunksmiss_dunksmade,dunksmade_dunksmade_dunksmiss,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed_65,pts_improvement,pts_total_improvement,treb_improvement,treb_total_improvement,ast_improvement,ast_total_improvement,TS_per_improvement,TS_per_total_improvement,bpm_improvement,bpm_total_improvement,Min_per_improvement,Min_per_total_improvement,usg_improvement,usg_total_improvement,pts_career_avg,treb_career_avg,ast_career_avg,TS_per_career_avg,bpm_career_avg,Min_per_career_avg,usg_career_avg,years_in_college,ppg,rpg,apg,spg,bpg,orpg,drpg,per,tsa,usage_rate,ast_to_ratio,offensive_rating,ts_pct,efg_pct,two_pt_pct,two_pt_rate,three_pt_pct,three_pt_rate,three_pt_made_per_game,ft_pct,ft_rate,ft_made_per_game,rim_pct,mid_pct,dunk_pct,orb_rate,drb_rate,total_reb_rate,reb_dominance,stl_rate,blk_rate,defensive_rating,adj_defensive_rating,defensive_contrib,height_inches,class_year_numeric,is_freshman,is_sophomore,is_junior,is_senior,years_played,is_major_conf,conf_avg_offense,conf_avg_defense,conf_avg_bpm,pos_C,pos_Combo_G,pos_PF_C,pos_Pure_PG,pos_Scoring_PG,pos_Stretch_4,pos_Wing_F,pos_Wing_G,games_played_pct,is_starter,mpg,total_minutes,scoring_versatility,well_rounded_score,efficiency_composite,predicted_drafted_proba,predicted_drafted,predicted_pick,model_predicted_low,is_model_diamond
Jamil Wilson,2020,Arkansas Pine Bluff,SWAC,Fr,Combo G,0,29.0,True,0.653547317,0.476629003,25,23.8,67.4,20.7,33.3,36.91,0.5,10.3,23.4,28.3,13,23,0.565,20,58,0.345,2,11,0.182,0.4,1.1,33.3,10.0,-0.717808,66.6713,1.6,2020,55.6,1.0,10.0,18.0,10.0,39.0,0.5556,0.2564,0.0,0.0,1.0,105.643,110.548,0.645667,39.5794,-12.2293,-8.74942,-3.47987,-9.40723,11.1538,-6.24137,-3.16586,0.0385,0.8846,0.9231,1.0385,0.2308,0.0385,2.3846,2.3808,-9.3342,-2.3462000000000005,-4.9831,-2.3076999999999996,-1.524,0.0769999999999999,-13.990000000000002,-13.160000000000004,-16.58404,-15.21989,-46.400000000000006,-9.999999999999996,-2.6000000000000014,3.1999999999999993,7.115899999999999,3.81286,1.47906,48.58,1.7000279999999997,49.68,19.72,5,0.095384,0.036924,0.04154,0.009232,0.00154,0.00154,0.035384,0.007757012487185,79.12,20.7,0.8268551236749115,67.4,36.91,33.3,0.345,0.8404579046514997,0.182,0.1593971888132154,0.08,0.565,33.3,0.52,0.5556,0.2564,0.0,0.5,10.3,10.8,0.0015514285714285,1.1,0.4,105.643,110.548,0.010772,76.0,1.0,1,0,0,0,5,0,76.77796961988506,109.67256494252874,-6.900971059099617,0,1,0,0,0,0,0,0,0.7142857142857143,0,23.8,595.0,0,0.0044311199999999,0.1777511248527679,0.06697014716314376,0,,True,True
JaQuori McLaughlin,2021,UC Santa Barbara,BW,Sr,Pure PG,0,29.0,True,23.40514497672963,0.0255501778081418,25,81.6,120.9,25.5,55.6,60.98,2.8,10.2,32.6,14.6,99,119,0.832,96,180,0.533,39,98,0.398,0.5,2.8,42.8,3.0,4.89501,128.483,1.9,2021,81.2,2.66673465,49.0,78.0,47.0,102.0,0.6282,0.4608,5.0,7.0,0.7143,95.7584,96.636,3.46734,148.724,7.40538,6.45492,0.950467,8.51178,32.3077,6.66259,1.84919,0.6923,2.7692,3.4615,5.2308,1.5,0.1538,16.0385,7.16955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0385,3.4615,5.2308,60.98,7.40538,81.6,25.5,1,0.64154,0.13846,0.209232,0.06,0.0061519999999999,0.027692,0.110768,0.0129335640511566,330.36,25.5,2.232876712328767,120.9,60.98,55.6,0.533,0.6474587245063127,0.398,0.352505305564548,1.56,0.832,42.8,3.96,0.6282,0.4608,0.7143,2.8,10.2,13.0,0.0016968137254901,2.8,0.5,95.7584,96.636,0.066152,76.0,4.0,0,0,0,1,1,0,86.40021700765027,104.88189316005472,-3.388821361885246,0,0,0,1,0,0,0,0,0.7142857142857143,1,81.6,2040.0,3,0.02416908,0.7414537458143075,0.7474334992247359,1,,False,False
Joel Ayayi,2021,Gonzaga,WCC,Jr,Wing G,0,29.0,True,6.6172894740286,0.0185344873474383,32,77.8,129.2,16.4,64.8,66.63,6.6,18.6,12.6,15.1,50,64,0.781,113,165,0.685,37,95,0.389,0.6,1.8,24.6,11.0,4.54506,127.334,2.3,2021,70.0,1.89133918,101.0,132.0,12.0,33.0,0.7652,0.3636,6.0,6.0,1.0,94.2153,90.3547,3.98589,207.064,10.529,7.12616,3.40281,8.85822,31.25,6.24653,2.61169,1.5938,5.2812,6.875,2.7188,1.0625,0.1875,12.0938,5.09027,1.4573999999999998,10.4851,0.5416999999999996,5.4837,-0.4933,2.1971,7.519999999999996,12.729999999999997,2.1867300000000007,3.88897,4.5,69.2,-1.2000000000000028,1.9999999999999984,8.112966666666667,4.866533333333334,2.150866666666667,59.879999999999995,8.503766666666666,53.23333333333333,16.133333333333333,3,0.37793125,0.21484375,0.0849625,0.033203125,0.005859375,0.04980625,0.1650375,0.0092133306019818,288.16,16.4,0.8344370860927153,129.2,66.63,64.8,0.685,0.634590977270105,0.389,0.3653705626706665,1.15625,0.781,24.6,1.5625,0.7652,0.3636,1.0,6.6,18.6,25.200000000000003,0.002761487789203,1.8,0.6,94.2153,90.3547,0.0390625,76.0,3.0,0,0,1,0,3,1,88.87587890690185,101.67666042944784,-1.8270555521165643,0,0,0,0,0,0,0,1,0.9142857142857144,1,77.8,2489.6,3,0.0153809375,0.6569652317880795,0.6766781523994595,1,,False,False
John Konchar,2019,Fort Wayne,Sum,Sr,Wing G,0,29.0,True,1.950305742823985,2.2661933619914643,30,86.8,119.9,28.3,59.1,62.26,7.3,20.5,30.0,16.6,126,171,0.737,166,266,0.624,45,129,0.349,3.0,3.3,43.3,55.0,4.96926,128.715,2.6,2019,55.6,1.96700026,127.0,181.0,39.0,85.0,0.7017,0.4588,14.0,17.0,0.8235,103.475,103.497,3.12694,241.372,8.81736,6.41511,2.40226,8.17262,34.2727,6.40215,1.77047,2.2121,6.3333,8.5455,5.4242,1.9697,0.9394,19.4545,6.73515,4.606,6.3294999999999995,0.454600000000001,-0.9856999999999996,0.7271999999999998,2.7367,4.699999999999996,-2.4499999999999957,0.8099900000000009,1.4990300000000012,-6.1000000000000085,-2.799999999999997,7.300000000000001,11.3,15.584275,8.723725,4.156725,63.73,7.7832825,89.825,20.9,4,0.6484833333333333,0.28485,0.1808066666666666,0.0656566666666666,0.0313133333333333,0.0737366666666666,0.21111,0.0139528266020483,470.24,28.3,1.8072289156626504,119.9,62.26,59.1,0.624,0.6734006734006734,0.349,0.3265740107845371,1.5,0.737,43.3,4.2,0.7017,0.4588,0.8235,7.3,20.5,27.8,0.0032816820276497,3.3,3.0,103.475,103.497,0.09697,76.0,4.0,0,0,0,1,4,0,88.2993537595712,107.29278254211332,-4.101742574272588,0,0,0,0,0,0,0,1,0.8571428571428571,1,86.8,2604.0,1,0.0291111,0.7219592128514055,0.8218290854286409,1,,False,False
Killian Tillie,2020,Gonzaga,WCC,Sr,Stretch 4,0,29.0,True,2.436513038245211,0.1072611670769041,24,44.6,128.2,21.6,61.3,63.02,5.9,16.6,13.1,10.3,45,62,0.726,87,140,0.621,36,90,0.4,3.4,2.2,27.0,33.0,4.23063,135.11,4.0,2020,75.6,1.875,56.0,78.0,31.0,62.0,0.7179,0.5,7.0,10.0,0.7,91.6652,88.3657,3.31314,131.077,9.53437,6.87654,2.65783,11.2845,24.625,7.75802,3.52644,1.2083,3.7917,5.0,1.875,1.0,0.8333,13.625,8.32754,7.425,9.4432,1.1333000000000002,1.7576,0.4083000000000001,1.2386,2.3500000000000014,1.0700000000000005,0.1188699999999993,0.5298999999999996,27.8,18.6,4.300000000000001,5.0,9.230875,4.499499999999999,1.4112,63.13,9.27328,37.575,19.1,4,0.5677083333333334,0.2083333333333333,0.078125,0.0416666666666666,0.0347208333333333,0.0503458333333333,0.1579875,0.0208642482786969,257.28,21.6,1.2718446601941746,128.2,63.02,61.3,0.621,0.608669188296161,0.4,0.3912873353332464,1.5,0.726,27.0,1.875,0.7179,0.5,0.7,5.9,16.6,22.5,0.0046711509715994,2.2,3.4,91.6652,88.3657,0.0763875,76.0,4.0,0,0,0,1,4,1,88.87587890690185,101.67666042944784,-1.8270555521165643,0,0,0,0,0,1,0,0,0.6857142857142857,1,44.6,1070.4,2,0.0206075,0.6769555733549083,0.8396811962251249,1,,False,False
Louis King,2019,Oregon,P12,Fr,Wing F,0,29.0,True,3.1218270954999996,0.4922537,32,61.8,103.9,23.7,52.2,55.23,5.4,16.0,9.0,17.5,62,79,0.785,89,187,0.476,59,153,0.386,1.0,1.7,23.2,2.0,2.47035,111.728,3.3,2019,96.2,0.625,52.0,90.0,37.0,97.0,0.5778,0.3814,3.0,6.0,0.5,96.1853,92.3979,3.77226,167.162,2.03329,1.07698,0.956308,3.6347,29.5625,2.48995,1.14476,1.2812,4.0625,5.3438,1.25,0.8438,0.2188,13.0312,9.91856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0312,5.3438,1.25,55.23,2.03329,61.8,23.7,1,0.407225,0.16699375,0.0390625,0.02636875,0.0068375,0.0400375,0.126953125,0.0104609098861757,374.76,23.7,0.5142857142857142,103.9,55.23,52.2,0.476,0.5499838240051763,0.386,0.4499867650951443,1.84375,0.785,23.2,1.9375,0.5778,0.3814,0.5,5.4,16.0,21.4,0.0027021642394822,1.7,1.0,96.1853,92.3979,0.03320625,76.0,1.0,1,0,0,0,1,1,94.08093363381712,98.21150253991291,0.1192216822496371,0,0,0,0,0,0,1,0,0.9142857142857144,1,61.8,1977.6,3,0.0122952499999999,0.4417976904761905,0.9178555640691299,1,,False,False
Markus Howard,2020,Marquette,BE,Sr,Scoring PG,0,29.0,True,0.8803556098989853,-0.9291653780881428,29,78.9,113.5,37.3,52.9,59.27,1.9,9.1,26.2,15.3,211,249,0.847,115,266,0.432,121,294,0.412,0.1,1.6,44.5,0.0,6.99401,147.085,2.9,2020,86.6,0.96940188,53.0,115.0,62.0,151.0,0.4609,0.4106,0.0,0.0,1.0,102.441,96.787,3.46101,159.341,6.77259,8.7538,-1.9812,10.2147,33.2069,10.0579,0.156854,0.5517,2.931,3.4828,3.2759,0.931,0.0345,27.7241,17.0929,2.694700000000001,14.4983,-0.4878,1.257,-0.6358999999999999,1.0177999999999998,0.2600000000000051,-9.309999999999995,1.4885600000000003,1.6004000000000005,-3.899999999999991,25.90000000000001,1.0999999999999943,11.799999999999995,21.597775,3.213925,3.052625,61.9825,5.1627,72.6,32.0,4,0.956003448275862,0.1200965517241379,0.1129620689655172,0.032103448275862,0.0011896551724137,0.0190241379310344,0.1010689655172413,0.0154923932852878,669.56,37.3,1.712418300653595,113.5,59.27,52.9,0.432,0.474991518008607,0.412,0.5249906251674077,4.172413793103448,0.847,44.5,7.275862068965517,0.4609,0.4106,0.0,1.9,9.1,11.0,0.0015221362702679,1.6,0.1,102.441,96.787,0.0332931034482758,76.0,4.0,0,0,0,1,4,1,93.83258947992177,96.71146846153846,0.8161047483963494,0,0,0,0,1,0,0,0,0.8285714285714286,1,78.9,2288.1000000000004,2,0.0198097586206896,0.6673785334059551,0.4148859639231102,0,,False,False
Marques Bolden,2019,Duke,ACC,Jr,C,0,29.0,True,18.330944264,0.13598342,35,43.7,123.3,13.0,57.9,62.22,11.2,13.3,3.6,15.7,53,73,0.726,66,107,0.617,0,7,0.0,8.5,1.6,64.0,20.0,2.04587,118.553,4.4,2019,97.4,0.63992723,60.0,84.0,6.0,23.0,0.7143,0.2609,34.0,36.0,0.9444,92.5207,86.8064,2.80625,140.786,8.28668,2.65654,5.63015,5.4986,19.0286,1.51469,3.98391,1.9429,2.5143,4.4571,0.4571,0.5429,1.6571,5.2857,0.570643,1.4236000000000004,3.744,0.8708999999999998,3.3737999999999997,-0.1291,0.3738,0.5600000000000023,14.54,-0.1759500000000002,9.53674,18.300000000000004,33.1,-1.1999999999999993,-3.3000000000000007,3.563166666666667,3.0422,0.3755333333333333,57.18666666666667,5.1664166666666675,26.566666666666663,14.5,3,0.15102,0.1273457142857142,0.01306,0.0155114285714285,0.0473457142857142,0.0555114285714285,0.0718371428571428,0.0081071061974096,146.12,13.0,0.2292993630573248,123.3,62.22,57.9,0.617,0.9385141654240856,0.0,0.0613981229716691,0.0,0.726,64.0,1.5142857142857142,0.7143,0.2609,0.9444,11.2,13.3,24.5,0.0029140895717554,1.6,8.5,92.5207,86.8064,0.0628571428571428,76.0,3.0,0,0,1,0,3,1,94.29089391539276,97.15641040339705,0.2930991121019108,1,0,0,0,0,0,0,0,1.0,1,43.7,1529.5,1,0.0108652285714285,0.5376557070063694,0.3377943704965313,0,,False,False
Matt Mooney,2019,Texas Tech,B12,Sr,Scoring PG,0,29.0,True,10.88704539,0.130557838,38,76.9,98.4,22.4,49.3,52.66,0.8,10.6,20.3,21.2,68,87,0.782,107,239,0.448,49,127,0.386,0.4,3.5,23.8,13.0,2.06718,106.818,2.5,2019,55.6,1.30848522,56.0,94.0,51.0,145.0,0.5957,0.3517,0.0,1.0,0.0,88.0742,83.4874,4.9086,236.733,5.48032,1.65734,3.82298,5.29635,30.9737,0.840008,4.45634,0.1842,2.9211,3.1053,3.2368,1.8421,0.1053,11.2895,6.43137,-7.445799999999998,4.4274,-0.9534999999999996,1.1743,0.1486,1.4437000000000002,-2.980000000000004,-2.930000000000007,-0.0873100000000004,6.65272,-2.0,32.60000000000001,-7.200000000000003,1.2999999999999972,13.883499999999998,3.391425,2.551575,55.235,3.2884375,69.875,25.25,4,0.2970921052631579,0.0817184210526315,0.085178947368421,0.0484763157894736,0.0027710526315789,0.0048473684210526,0.0768710526315789,0.0067000660459036,404.28,22.4,0.9575471698113208,98.4,52.66,49.3,0.448,0.6529876232889812,0.386,0.3469850550531406,1.2894736842105263,0.782,23.8,1.7894736842105263,0.5957,0.3517,0.0,0.8,10.6,11.4,0.0010626582711655,3.5,0.4,88.0742,83.4874,0.0512473684210526,76.0,4.0,0,0,0,1,4,1,99.40220383513908,95.92017496339678,1.3750968510980963,0,0,0,0,1,0,0,0,1.0,1,76.9,2922.2000000000003,2,0.0131371842105263,0.5399327966457023,0.192435631647051,0,,True,True
Max Strus,2019,DePaul,BE,Sr,Wing G,0,29.0,True,12.153065424865945,1.2756021280994436,35,90.3,115.8,23.4,53.3,57.49,3.5,14.7,11.3,12.7,128,152,0.842,119,230,0.517,113,311,0.363,1.6,1.4,28.1,31.0,4.67559,123.716,3.1,2019,55.6,1.10000002,74.0,110.0,45.0,120.0,0.6727,0.375,13.0,15.0,0.8667,108.582,105.904,3.06655,225.679,3.23316,4.83783,-1.60467,3.3906,37.4286,4.58055,-1.18995,1.1143,4.8,5.9143,2.2,0.9429,0.4857,20.1429,13.1871,3.336400000000001,3.336400000000001,0.2690999999999999,0.2690999999999999,-0.5418999999999996,-0.5418999999999996,2.8700000000000045,2.8700000000000045,-2.45076,-2.45076,1.5999999999999943,1.5999999999999943,0.0,0.0,18.4747,5.77975,2.47095,56.055,4.458539999999999,89.5,23.4,2,0.5755114285714286,0.16898,0.0628571428571428,0.02694,0.0138771428571428,0.0318371428571428,0.1371428571428571,0.0093927245919171,607.88,23.4,0.8897637795275591,115.8,57.49,53.3,0.517,0.425130773922848,0.363,0.5748507421304597,3.2285714285714286,0.842,28.1,3.657142857142857,0.6727,0.375,0.8667,3.5,14.7,18.2,0.0018713178294573,1.4,1.6,108.582,105.904,0.0408171428571428,76.0,4.0,0,0,0,1,2,1,93.83258947992177,96.71146846153846,0.8161047483963494,0,0,0,0,0,0,0,1,1.0,1,90.3,3160.5,3,0.0157307142857142,0.5110486421697288,0.0860684541373225,0,,True,True
Nicolas Claxton,2019,Georgia,SEC,So,PF/C,0,29.0,True,1.5490178525,2.960291157,32,79.0,104.2,22.2,49.0,53.31,8.4,20.6,12.2,16.9,123,192,0.641,119,234,0.509,18,64,0.281,8.0,1.9,64.4,33.0,2.67975,111.902,3.6,2019,54.0,0.86565094,78.0,111.0,41.0,123.0,0.7027,0.3333,39.0,42.0,0.9286,98.5186,93.6517,3.92549,238.255,6.53918,1.36936,5.16982,5.01494,31.5938,2.00112,3.01382,2.25,6.3125,8.5625,1.8125,1.0625,2.5312,12.9688,3.57463,9.0294,9.0294,4.6533999999999995,4.6533999999999995,1.6307,1.6307,2.8700000000000045,2.8700000000000045,2.62322,2.62322,42.8,42.8,5.199999999999999,5.199999999999999,8.4541,6.2358,0.99715,51.875,5.22757,57.6,19.6,2,0.405275,0.267578125,0.056640625,0.033203125,0.0791,0.0703125,0.197265625,0.0106556144951958,382.48,22.2,0.7218934911242604,104.2,53.31,49.0,0.509,0.7852085500486561,0.281,0.2147578940304016,0.5625,0.641,64.4,3.84375,0.7027,0.3333,0.9286,8.4,20.6,29.0,0.0033870648734177,1.9,8.0,98.5186,93.6517,0.112303125,76.0,2.0,0,1,0,0,2,1,94.01291170199778,96.98600367483296,0.82669820954495,0,0,1,0,0,0,0,0,0.9142857142857144,1,79.0,2528.0,1,0.02290025,0.5335633879026956,0.7357174770796557,1,,False,False
Omer Yurtseven,2020,Georgetown,BE,Sr,C,0,29.0,True,4.384947690509259,0.0581466742918227,26,55.2,109.3,27.6,53.9,57.05,15.4,24.2,10.4,16.9,70,93,0.753,162,295,0.549,3,14,0.214,6.1,0.9,30.1,44.0,3.78826,125.489,4.1,2020,89.2,0.52542743,61.0,89.0,101.0,206.0,0.6854,0.4903,26.0,30.0,0.8667,99.2739,94.5917,3.09014,160.522,5.03256,2.95052,2.08204,4.67626,27.1923,4.29155,0.384716,3.7692,6.0769,9.8462,1.1923,0.4615,1.4615,15.5,1.10842,2.0152,9.5909,3.1189,5.4826,0.7377999999999999,0.0104999999999999,-3.910000000000004,7.509999999999998,-0.8167099999999996,5.603591,-4.099999999999994,23.0,4.600000000000001,8.5,11.6313,6.979033333333334,0.9428666666666666,55.85,3.436933,48.9,23.233333333333334,3,0.5961538461538461,0.3787,0.0458576923076923,0.01775,0.0562115384615384,0.1449692307692307,0.233726923076923,0.0198308958270915,349.92,27.6,0.6153846153846154,109.3,57.05,53.9,0.549,0.954661661434905,0.214,0.0453059771528429,0.1153846153846153,0.753,30.1,2.6923076923076925,0.6854,0.4903,0.8667,15.4,24.2,39.6,0.0068605072463768,0.9,6.1,99.2739,94.5917,0.0739615384615384,76.0,4.0,0,0,0,1,3,1,93.83258947992177,96.71146846153846,0.8161047483963494,1,0,0,0,0,0,0,0,0.7428571428571429,1,55.2,1435.2,2,0.022766,0.5090854017094016,0.6439555128124052,1,,False,False
Skylar Mays,2020,LSU,SEC,Sr,Combo G,1,50.0,True,3.67941513249564,0.5299125499252544,31,85.4,120.5,21.7,56.4,62.18,1.6,13.7,17.0,17.1,129,151,0.854,119,217,0.548,50,127,0.394,0.7,2.9,43.9,4.0,5.08419,128.213,1.9,2020,73.2,1.42854612,95.0,167.0,24.0,50.0,0.5689,0.48,11.0,14.0,0.7857,101.627,98.0528,3.47332,214.974,6.67674,6.00876,0.66798,7.33626,34.4516,5.45986,1.8764,0.4839,4.5161,5.0,3.2258,1.7419,0.2258,16.6774,6.71916,3.2487999999999992,8.3548,1.7429,2.7419,1.1687,-0.4194,5.039999999999999,8.740000000000002,-0.48008,6.188130999999999,4.700000000000003,28.10000000000001,3.8999999999999986,-0.1000000000000014,12.440475,3.6288,2.966875,57.5425,4.70523975,75.2,20.05,4,0.5379806451612903,0.1612903225806451,0.104058064516129,0.0561903225806451,0.0072838709677419,0.0156096774193548,0.1456806451612903,0.010149882337832,410.44,21.7,0.9941520467836256,120.5,62.18,56.4,0.548,0.6307956164064998,0.394,0.3691753146710851,1.6129032258064515,0.854,43.9,4.161290322580645,0.5689,0.48,0.7857,1.6,13.7,15.3,0.0018886454634735,2.9,0.7,101.627,98.0528,0.0634741935483871,76.0,4.0,0,0,0,1,4,1,94.01291170199778,96.98600367483296,0.82669820954495,0,1,0,0,0,0,0,0,0.8857142857142857,1,85.4,2647.4,3,0.0191153548387096,0.5956736718648473,0.2526383042642146,0,40.25034808441133,True,True
Terance Mann,2019,Florida St.,ACC,Sr,Wing F,1,48.0,True,1.637025765760206,4.404688983431134,37,78.3,119.6,18.4,55.7,60.3,9.1,14.3,15.6,17.3,98,124,0.79,117,214,0.547,30,77,0.39,1.2,1.2,42.6,14.0,3.91632,123.509,2.8,2019,80.2,1.44609509,107.0,165.0,10.0,49.0,0.6485,0.2041,38.0,41.0,0.9268,98.8553,93.3461,3.92302,203.024,8.26168,5.12471,3.13696,6.61379,31.7297,4.44107,2.17272,2.4865,4.0,6.4865,2.5405,0.6757,0.3243,11.4054,3.77214,-1.2121999999999993,6.1995000000000005,1.0453,2.7806,-0.0182999999999999,1.6581,-0.1799999999999997,2.469999999999999,2.0099600000000004,3.961440000000001,8.399999999999991,36.0,-2.1000000000000014,2.9999999999999982,9.407225,5.044125,1.9097,59.9475,6.34954,63.275000000000006,17.6,4,0.308254054054054,0.1753108108108108,0.0686621621621621,0.0182621621621621,0.0087648648648648,0.0672027027027027,0.1081081081081081,0.0073978551038793,345.56,18.4,0.9017341040462428,119.6,60.3,55.7,0.547,0.7353699185594997,0.39,0.2645957183601938,0.8108108108108109,0.79,42.6,2.6486486486486487,0.6485,0.2041,0.9268,9.1,14.3,23.4,0.002238963101032,1.2,1.2,98.8553,93.3461,0.027027027027027,76.0,4.0,0,0,0,1,4,1,94.29089391539276,97.15641040339705,0.2930991121019108,0,0,0,0,0,0,1,0,1.0,1,78.3,2897.1,3,0.0120379459459459,0.6055540115606936,0.7283858300023979,1,45.97421775005839,True,True
Tyrell Terry,2020,Stanford,P12,Fr,Combo G,1,31.0,True,2.32256433,0.144283954,31,78.2,106.0,24.3,53.5,58.92,1.4,14.4,20.3,19.4,98,110,0.891,85,181,0.47,62,152,0.408,0.2,2.5,33.0,3.0,3.43069,115.961,2.5,2020,78.2,1.20728112,58.0,96.0,27.0,85.0,0.6042,0.3176,4.0,4.0,1.0,90.4644,88.5736,4.34347,202.458,5.17455,2.98222,2.19233,5.15134,32.5484,2.69189,2.45945,0.3548,4.129,4.4839,3.1935,1.3871,0.0645,14.6452,8.74519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6452,4.4839,3.1935,58.92,5.17455,78.2,24.3,1,0.4724258064516129,0.1446419354838709,0.103016129032258,0.0447451612903225,0.0020806451612903,0.0114451612903225,0.1331935483870967,0.0098069886684734,381.4,24.3,1.0463917525773196,106.0,58.92,53.5,0.47,0.5435272214047626,0.408,0.456442749466983,2.0,0.891,33.0,3.161290322580645,0.6042,0.3176,1.0,1.4,14.4,15.8,0.0018496411187195,2.5,0.2,90.4644,88.5736,0.0468258064516129,76.0,1.0,1,0,0,0,1,1,94.08093363381712,98.21150253991291,0.1192216822496371,0,1,0,0,0,0,0,0,0.8857142857142857,1,78.2,2424.2000000000003,3,0.0164203225806451,0.5655749169530355,0.9114033604066794,1,25.853219383400535,False,False
